,Unnamed: 0,target,LastDigit
346,346,mr_m_politics_02618,0
347,347,mr_m_politics_02477,1
348,348,mr_m_politics_03272,1
349,349,mr_m_politics_03198,1
350,350,mr_m_politics_02737,1
351,351,mr_m_politics_02657,1
352,352,mr_m_politics_02664,1
353,353,mr_m_politics_02684,0
354,354,mr_m_politics_02565,0
355,355,mr_m_politics_02767,0
356,356,mr_m_politics_02915,1
357,357,mr_m_politics_02976,0
358,358,mr_m_politics_03342,0
359,359,mr_m_politics_03355,0
360,360,mr_m_politics_02590,0
361,361,mr_m_politics_02775,1
362,362,mr_m_politics_02495,1
363,363,mr_m_politics_03325,1
364,364,mr_m_politics_02809,1
365,365,mr_m_politics_02977,0
366,366,mr_m_politics_02531,0
367,367,mr_m_politics_02380,0
368,368,mr_m_politics_02321,0
369,369,mr_m_politics_02575,1
370,370,mr_m_politics_03021,1
371,371,mr_m_politics_02493,1
372,372,mr_m_politics_03313,1
373,373,mr_m_politics_03142,1
374,374,mr_m_politics_02984,0
375,375,mr_m_politics_02418,1
376,376,mr_m_politics_02952,0
377,377,mr_m_politics_03175,1
378,378,mr_m_politics_02864,0
379,379,mr_m_politics_02498,0
380,380,mr_m_politics_02429,1
381,381,mr_m_politics_02788,1
382,382,mr_m_politics_03139,1
383,383,mr_m_politics_02745,1
384,384,mr_m_politics_02474,1
385,385,mr_m_politics_02348,0
386,386,mr_m_politics_02801,1
387,387,mr_m_politics_03077,1
388,388,mr_m_politics_02806,1
389,389,mr_m_politics_02401,0
390,390,mr_m_politics_02666,1
391,391,mr_m_politics_02918,1
392,392,mr_m_politics_02957,1
393,393,mr_m_politics_02409,1
394,394,mr_m_politics_02330,0
395,395,mr_m_politics_02770,1
396,396,mr_m_politics_02750,0
397,397,mr_m_politics_02391,1
398,398,mr_m_politics_02966,0
399,399,mr_m_politics_02521,1
400,400,mr_m_politics_02709,0
401,401,mr_m_politics_02329,0
402,402,mr_m_politics_02885,0
403,403,mr_m_politics_02661,1
404,404,mr_m_politics_02902,0
405,405,mr_m_politics_03312,0
406,406,mr_m_politics_02989,1
407,407,mr_m_politics_02437,0
408,408,mr_m_politics_02413,1
409,409,mr_m_politics_02300,0
410,410,mr_m_politics_02379,1
411,411,mr_m_politics_02798,0
412,412,mr_m_politics_02546,0
413,413,mr_m_politics_02390,1
414,414,mr_m_politics_02446,0
415,415,mr_m_politics_02853,0
416,416,mr_m_politics_02646,1
417,417,mr_m_politics_03319,0
418,418,mr_m_politics_03181,1
419,419,mr_m_politics_02665,1
420,420,mr_m_politics_02427,0
421,421,mr_m_politics_02797,1
422,422,mr_m_politics_02810,0
423,423,mr_m_politics_03134,0
424,424,mr_m_politics_03172,1
425,425,mr_m_politics_03303,1
426,426,mr_m_politics_02833,0
427,427,mr_m_politics_02673,0
428,428,mr_m_politics_03273,1
429,429,mr_m_politics_03190,1
430,430,mr_m_politics_03206,1
431,431,mr_m_politics_02560,0
432,432,mr_m_politics_02489,1
433,433,mr_m_politics_02919,0
434,434,mr_m_politics_02364,1
435,435,mr_m_politics_02515,0
436,436,mr_m_politics_03067,0
437,437,mr_m_politics_03014,1
438,438,mr_m_politics_03329,1
439,439,mr_m_politics_03293,0
440,440,mr_m_politics_02828,1
441,441,mr_m_politics_03250,1
442,442,mr_m_politics_02395,0
443,443,mr_m_politics_02894,1
444,444,mr_m_politics_02674,0
445,445,mr_m_politics_02378,0
446,446,mr_m_politics_02829,0
447,447,mr_m_politics_02811,0
448,448,mr_m_politics_03158,1
449,449,mr_m_politics_02400,1
450,450,mr_m_politics_02816,1
451,451,mr_m_politics_02877,0
452,452,mr_m_politics_02397,1
453,453,mr_m_politics_02764,0
454,454,mr_m_politics_03011,1
455,455,mr_m_politics_02420,1
456,456,mr_m_politics_02444,0
457,457,mr_m_politics_03089,0
458,458,mr_m_politics_03278,0
459,459,mr_m_politics_02760,1
460,460,mr_m_politics_02860,1
461,461,mr_m_politics_02454,0
462,462,mr_m_politics_02920,1
463,463,mr_m_politics_03282,1
464,464,mr_m_politics_02967,0
465,465,mr_m_politics_02487,1
466,466,mr_m_politics_03326,0
467,467,mr_m_politics_02346,0
468,468,mr_m_politics_03113,0
469,469,mr_m_politics_02740,1
470,470,mr_m_politics_03063,0
471,471,mr_m_politics_02700,0
472,472,mr_m_politics_02645,0
473,473,mr_m_politics_02519,0
474,474,mr_m_politics_02471,1
475,475,mr_m_politics_02422,1
476,476,mr_m_politics_02821,1
477,477,mr_m_politics_02449,1
478,478,mr_m_politics_02940,1
479,479,mr_m_politics_02924,1
480,480,mr_m_politics_02382,1
481,481,mr_m_politics_02866,1
482,482,mr_m_politics_02958,0
483,483,mr_m_politics_02320,1
484,484,mr_m_politics_03360,0
485,485,mr_m_politics_02784,1
486,486,mr_m_politics_03163,1
487,487,mr_m_politics_03057,1
488,488,mr_m_politics_02309,1
489,489,mr_m_politics_02492,1
490,490,mr_m_politics_02658,0
491,491,mr_m_politics_02536,1
492,492,mr_m_politics_02478,1
493,493,mr_m_politics_02583,1
494,494,mr_m_politics_02525,0
495,495,mr_m_politics_03317,0
496,496,mr_m_politics_03148,0
497,497,mr_m_politics_02362,0
498,498,mr_m_politics_02787,0
499,499,mr_m_politics_03026,0
500,500,mr_m_politics_03100,0
501,501,mr_m_politics_02925,1
502,502,mr_m_politics_02996,0
503,503,mr_m_politics_02499,0
504,504,mr_m_politics_03149,1
505,505,mr_m_politics_03296,0
506,506,mr_m_politics_03133,0
507,507,mr_m_politics_02491,0
508,508,mr_m_politics_02935,0
509,509,mr_m_politics_02431,0
510,510,mr_m_politics_03201,1
511,511,mr_m_politics_02334,1
512,512,mr_m_politics_02768,0
513,513,mr_m_politics_02914,0
514,514,mr_m_politics_02634,0
515,515,mr_m_politics_03243,0
516,516,mr_m_politics_02548,1
517,517,mr_m_politics_02606,1
518,518,mr_m_politics_02436,0
519,519,mr_m_politics_02598,1
520,520,mr_m_politics_02734,0
521,521,mr_m_politics_02975,0
522,522,mr_m_politics_03106,0
523,523,mr_m_politics_02723,0
524,524,mr_m_politics_03348,1
525,525,mr_m_politics_02808,0
526,526,mr_m_politics_02356,0
527,527,mr_m_politics_02363,0
528,528,mr_m_politics_02636,0
529,529,mr_m_politics_02683,1
530,530,mr_m_politics_02822,0
531,531,mr_m_politics_02851,0
532,532,mr_m_politics_02879,0
533,533,mr_m_politics_02779,0
534,534,mr_m_politics_03017,0
535,535,mr_m_politics_03228,0
536,536,mr_m_politics_02654,0
537,537,mr_m_politics_02311,1
538,538,mr_m_politics_03132,0
539,539,mr_m_politics_02694,0
540,540,mr_m_politics_03224,1
541,541,mr_m_politics_02640,0
542,542,mr_m_politics_03177,0
543,543,mr_m_politics_02624,0
544,544,mr_m_politics_02377,0
545,545,mr_m_politics_02970,0
546,546,mr_m_politics_02325,0
547,547,mr_m_politics_02727,0
548,548,mr_m_politics_02416,0
549,549,mr_m_politics_02403,0
550,550,mr_m_politics_02813,0
551,551,mr_m_politics_03073,1
552,552,mr_m_politics_03283,1
553,553,mr_m_politics_02341,0
554,554,mr_m_politics_02322,0
555,555,mr_m_politics_02871,0
556,556,mr_m_politics_02344,0
557,557,mr_m_politics_02310,0
558,558,mr_m_politics_02550,0
559,559,mr_m_politics_02705,0
560,560,mr_m_politics_02759,1
561,561,mr_m_politics_02739,1
562,562,mr_m_politics_02505,0
563,563,mr_m_politics_02351,0
564,564,mr_m_politics_03215,0
565,565,mr_m_politics_03333,0
566,566,mr_m_politics_02732,0
567,567,mr_m_politics_03076,0
568,568,mr_m_politics_02850,0
569,569,mr_m_politics_02501,0
570,570,mr_m_politics_02872,1
571,571,mr_m_politics_02299,0
572,572,mr_m_politics_03247,1
573,573,mr_m_politics_03225,1
574,574,mr_m_politics_02748,0
575,575,mr_m_politics_02863,0
576,576,mr_m_politics_02615,0
577,577,mr_m_politics_03033,0
578,578,mr_m_politics_02366,1
579,579,mr_m_politics_02892,0
580,580,mr_m_politics_03005,0
581,581,mr_m_politics_03279,1
582,582,mr_m_politics_02371,0
583,583,mr_m_politics_02433,0
584,584,mr_m_politics_03204,0
585,585,mr_m_politics_03136,0
586,586,mr_m_politics_03234,1
587,587,mr_m_politics_03230,0
588,588,mr_m_politics_02509,0
589,589,mr_m_politics_03237,1
590,590,mr_m_politics_02712,0
591,591,mr_m_politics_02747,0
592,592,mr_m_politics_02789,0
593,593,mr_m_politics_02875,0
594,594,mr_m_politics_02507,1
595,595,mr_m_politics_02722,0
596,596,mr_m_politics_02653,0
597,597,mr_m_politics_02411,0
598,598,mr_m_politics_03048,0
599,599,mr_m_politics_02568,0
600,600,mr_m_politics_02414,0
601,601,mr_m_politics_02757,0
602,602,mr_m_politics_03368,0
603,603,mr_m_politics_02946,0
604,604,mr_m_politics_02859,0
605,605,mr_m_politics_03194,0
606,606,mr_m_politics_03244,0
607,607,mr_m_politics_02697,0
608,608,mr_m_politics_03028,0
609,609,mr_m_politics_02928,1
610,610,mr_m_politics_03061,0
611,611,mr_m_politics_02812,0
612,612,mr_m_politics_03020,0
613,613,mr_m_politics_02410,1
614,614,mr_m_politics_03054,0
615,615,mr_m_politics_03267,1
616,616,mr_m_politics_02985,0
617,617,mr_m_politics_03004,0
618,618,mr_m_politics_03258,1
619,619,mr_m_politics_02393,1
620,620,mr_m_politics_03122,0
621,621,mr_m_politics_02689,1
622,622,mr_m_politics_02376,1
623,623,mr_m_politics_02342,0
624,624,mr_m_politics_02384,0
625,625,mr_m_politics_02796,0
626,626,mr_m_politics_02464,0
627,627,mr_m_politics_02647,0
628,628,mr_m_politics_03111,0
629,629,mr_m_politics_03271,0
630,630,mr_m_politics_02637,0
631,631,mr_m_politics_02385,0
632,632,mr_m_politics_02554,0
633,633,mr_m_politics_02360,0
634,634,mr_m_politics_02703,1
635,635,mr_m_politics_03321,0
636,636,mr_m_politics_02335,0
637,637,mr_m_politics_02535,0
638,638,mr_m_politics_02992,0
639,639,mr_m_politics_02632,0
640,640,mr_m_politics_03039,0
641,641,mr_m_politics_02687,0
642,642,mr_m_politics_03068,0
643,643,mr_m_politics_02388,1
644,644,mr_m_politics_03222,0
645,645,mr_m_politics_02500,0
646,646,mr_m_politics_02343,0
647,647,mr_m_politics_03350,0
648,648,mr_m_politics_02669,1
649,649,mr_m_politics_03280,0
650,650,mr_m_politics_03367,1
651,651,mr_m_politics_03354,1
652,652,mr_m_politics_02373,0
653,653,mr_m_politics_02423,0
654,654,mr_m_politics_03007,0
655,655,mr_m_politics_03254,1
656,656,mr_m_politics_02756,0
657,657,mr_m_politics_03288,0
658,658,mr_m_politics_02876,0
659,659,mr_m_politics_02717,0
660,660,mr_m_politics_03260,0
661,661,mr_m_politics_03019,0
662,662,mr_m_politics_02861,1
663,663,mr_m_politics_02353,1
664,664,mr_m_politics_02569,0
665,665,mr_m_politics_02725,0
666,666,mr_m_politics_02526,0
667,667,mr_m_politics_02553,1
668,668,mr_m_politics_03249,0
669,669,mr_m_politics_03058,0
670,670,mr_m_politics_03307,1
671,671,mr_m_politics_03043,0
672,672,mr_m_politics_02688,0
673,673,mr_m_politics_02964,1
674,674,mr_m_politics_02381,1
675,675,mr_m_politics_02945,0
676,676,mr_m_politics_02948,0
677,677,mr_m_politics_02561,1
678,678,mr_m_politics_02327,0
679,679,mr_m_politics_02880,0
680,680,mr_m_politics_03160,0
681,681,mr_m_politics_02421,0
682,682,mr_m_politics_02841,0
683,683,mr_m_politics_03328,0
684,684,mr_m_politics_02746,1
685,685,mr_m_politics_02755,0
686,686,mr_m_politics_03060,0
687,687,mr_m_politics_02960,0
688,688,mr_m_politics_02614,0
689,689,mr_m_politics_02820,1
690,690,mr_m_politics_03284,0
691,691,mr_m_politics_03339,1
692,692,mr_m_politics_02512,0
693,693,mr_m_politics_02383,1
694,694,mr_m_politics_02916,0
695,695,mr_m_politics_02345,0
696,696,mr_m_politics_03001,0
697,697,mr_m_politics_02846,0
698,698,mr_m_politics_02349,0
699,699,mr_m_politics_03315,0
700,700,mr_m_politics_03359,1
701,701,mr_m_politics_02534,0
702,702,mr_m_politics_02338,0
703,703,mr_m_politics_02513,0
704,704,mr_m_politics_03027,0
705,705,mr_m_politics_03341,0
706,706,mr_m_politics_02457,0
707,707,mr_m_politics_02470,1
708,708,mr_m_politics_02357,0
709,709,mr_m_politics_03162,0
710,710,mr_m_politics_02359,0
711,711,mr_m_politics_03174,0
712,712,mr_m_politics_03037,1
713,713,mr_m_politics_03183,0
714,714,mr_m_politics_02323,0
715,715,mr_m_politics_02649,1
716,716,mr_m_politics_02481,0
717,717,mr_m_politics_03052,1
718,718,mr_m_politics_02656,0
719,719,mr_m_politics_02909,1
720,720,mr_m_politics_02572,1
721,721,mr_m_politics_02424,1
722,722,mr_m_politics_03145,0
723,723,mr_m_politics_03347,0
724,724,mr_m_politics_02331,0
725,725,mr_m_politics_02686,0
726,726,mr_m_politics_02932,1
727,727,mr_m_politics_02626,0
728,728,mr_m_politics_03192,0
729,729,mr_m_politics_03323,0
730,730,mr_m_politics_02874,0
731,731,mr_m_politics_02993,1
732,732,mr_m_politics_03115,0
733,733,mr_m_politics_02595,0
734,734,mr_m_politics_02979,0
735,735,mr_m_politics_03290,1
736,736,mr_m_politics_02438,0
737,737,mr_m_politics_02510,1
738,738,mr_m_politics_02528,0
739,739,mr_m_politics_02508,0
740,740,mr_m_politics_02927,0
741,741,mr_m_politics_02585,0
742,742,mr_m_politics_02593,0
743,743,mr_m_politics_02995,0
744,744,mr_m_politics_02426,0
745,745,mr_m_politics_03343,0
746,746,mr_m_politics_02941,1
747,747,mr_m_politics_03178,0
748,748,mr_m_politics_03351,1
749,749,mr_m_politics_03090,0
750,750,mr_m_politics_03353,1
751,751,mr_m_politics_02772,0
752,752,mr_m_politics_03146,0
753,753,mr_m_politics_02443,1
754,754,mr_m_politics_03029,0
755,755,mr_m_politics_03101,0
756,756,mr_m_politics_02774,0
757,757,mr_m_politics_02333,0
758,758,mr_m_politics_02763,0
759,759,mr_m_politics_02642,0
760,760,mr_m_politics_03330,0
761,761,mr_m_politics_02648,0
762,762,mr_m_politics_02827,0
763,763,mr_m_politics_03365,0
764,764,mr_m_politics_02988,1
765,765,mr_m_politics_02949,1
766,766,mr_m_politics_02944,0
767,767,mr_m_politics_02559,0
768,768,mr_m_politics_03015,0
769,769,mr_m_politics_02365,0
770,770,mr_m_politics_02795,0
771,771,mr_m_politics_03232,1
772,772,mr_m_politics_03082,1
773,773,mr_m_politics_02532,0
774,774,mr_m_politics_02690,0
775,775,mr_m_politics_02577,0
776,776,mr_m_politics_02849,1
777,777,mr_m_politics_02718,0
778,778,mr_m_politics_03191,1
779,779,mr_m_politics_02319,0
780,780,mr_m_politics_02579,0
781,781,mr_m_politics_02680,1
782,782,mr_m_politics_02467,0
783,783,mr_m_politics_03212,1
784,784,mr_m_politics_02392,1
785,785,mr_m_politics_02402,0
786,786,mr_m_politics_02765,0
787,787,mr_m_politics_02715,0
788,788,mr_m_politics_02586,1
789,789,mr_m_politics_03117,0
790,790,mr_m_politics_03083,1
791,791,mr_m_politics_02855,0
792,792,mr_m_politics_02896,0
793,793,mr_m_politics_03102,0
794,794,mr_m_politics_02441,0
795,795,mr_m_politics_03152,1
796,796,mr_m_politics_02312,1
797,797,mr_m_politics_02625,0
798,798,mr_m_politics_03097,0
799,799,mr_m_politics_02868,0
800,800,mr_m_politics_02934,0
801,801,mr_m_politics_02692,0
802,802,mr_m_politics_02563,0
803,803,mr_m_politics_02667,0
804,804,mr_m_politics_02884,1
805,805,mr_m_politics_02906,0
806,806,mr_m_politics_02887,0
807,807,mr_m_politics_02805,0
808,808,mr_m_politics_02681,0
809,809,mr_m_politics_02417,0
810,810,mr_m_politics_02854,0
811,811,mr_m_politics_02889,0
812,812,mr_m_politics_03069,1
813,813,mr_m_politics_02726,0
814,814,mr_m_politics_03105,0
815,815,mr_m_politics_02630,0
816,816,mr_m_politics_02578,0
817,817,mr_m_politics_02399,0
818,818,mr_m_politics_02406,0
819,819,mr_m_politics_02544,1
820,820,mr_m_politics_02576,0
